# Generated by plot_tbld_pj.py 
# Description:
#   MWR time depdent, T^2_b
# Using:
#   mwr_zonal_average.txt
#   ch1_gfilter.txt
#   ch2_gfilter.txt
#   ch3_gfilter.txt
#   ch4_gfilter.txt
#   ch5_gfilter.txt
#   ch6_gfilter.txt

# CH1 Time dependent Tb (K)
#    PCLAT      PJ01      PJ03      PJ04      PJ05      PJ06      PJ07      PJ08      PJ09      PJ12
     18.84     -0.34     -0.35      0.30     -0.52     -0.45      2.61     -1.17      2.27      0.04
     19.47     -1.03     -0.70      0.54     -0.75     -1.22      0.99     -1.22      1.56     -0.65
     20.11     -1.62     -0.64      0.38     -0.68     -1.41      0.42     -1.56      0.98     -0.80
     20.74     -2.15     -0.46     -0.22     -0.04     -0.99      0.46     -1.41      0.90     -0.31
     21.38     -1.87     -0.09     -0.32      0.15     -0.86      0.82     -1.04      1.35      0.21
     22.02     -0.91     -0.16      0.19     -0.05     -0.68      0.76     -0.75      1.35      0.29
     22.67     -0.44     -0.63      0.39      0.26     -1.06      0.77     -1.06      1.18      0.07
     23.32     -0.79     -0.75     -0.10      0.40     -0.94      0.82     -1.21      1.35      0.11
     23.97     -0.90     -0.29     -0.32      0.53     -0.59      0.51     -0.94      1.54      0.19
     24.62     -0.33      0.10      0.18      0.23     -0.42      0.20     -1.08      1.11      0.20
     25.28     -0.12      0.19      0.58      0.42     -0.65      0.38     -1.19      0.59     -0.09
     25.94     -0.67      0.35      0.32      0.79     -1.03      0.57     -0.94      0.67     -0.36
     26.61     -1.18      0.52     -0.12      0.86     -1.04      0.63     -0.50      0.73     -0.56
     27.28     -1.01      0.46     -0.06      1.24     -0.94      0.49     -0.35      0.42     -0.38
     27.95     -0.49      0.21      0.33      1.52     -0.78      0.46     -0.43     -0.00     -0.40
     28.63     -0.20     -0.14      0.69      1.30     -0.74      0.63     -0.60      0.00     -0.24
     29.31     -0.28     -0.66      1.03      0.82     -0.83      0.62     -0.89      0.46     -0.08
     30.00     -0.43     -1.01      1.32      0.59     -0.91      0.52     -1.28      0.94     -0.02
     30.69     -0.25     -0.77      1.34      0.64     -1.05      0.51     -1.57      1.15      0.01
     31.39      0.20     -0.10      1.10      0.58     -1.26      0.79     -1.65      1.14      0.17
     32.09      0.69      0.35      1.00      0.27     -1.54      0.81     -1.92      1.04      0.63
     32.80      1.13      0.50      1.13     -0.20     -2.35      0.33     -3.00      0.82      0.80
     33.51      1.72      1.17      1.04     -0.90     -3.84      0.63     -4.17      0.36      0.57
     34.23      2.42      2.63      0.31     -1.68     -5.36      2.10     -4.99     -0.40      0.05
     34.95      3.03      4.11     -0.61     -1.78     -5.58      3.27     -6.01     -1.30     -0.09
     35.69      3.09      4.49     -0.82     -1.17     -4.29      3.12     -6.98     -2.06      0.56
     36.42      2.34      3.84      0.08     -0.69     -2.91      2.37     -6.65     -2.64      1.78
     37.17      0.99      3.19      1.59     -0.84     -2.64      2.07     -4.93     -3.19      3.02
     37.92     -0.34      3.49      2.85     -1.28     -3.13      1.91     -3.33     -3.49      3.26
     38.68     -1.06      4.60      3.34     -1.60     -3.29      1.10     -2.85     -2.88      2.24
     39.45     -1.25      5.40      3.25     -1.64     -3.01     -0.20     -2.88     -0.77      0.58
     40.23     -1.28      4.98      3.06     -1.50     -2.93     -0.85     -2.67      1.61     -0.56
     41.01     -1.53      3.55      3.12     -1.16     -3.16     -0.42     -2.37      2.95     -0.83
     41.81     -1.77      2.31      3.32     -0.78     -2.95      0.23     -2.37      2.37     -0.52
     42.61     -1.76      2.16      3.10     -0.67     -2.00      0.12     -2.58      0.94     -0.03
     43.41     -1.35      2.71      2.29     -1.18     -0.92     -0.46     -2.57     -0.12      0.43
     44.20     -0.90      3.26      1.15     -2.02     -0.61     -0.53     -2.22     -0.13      0.80
     44.99     -0.58      3.12      0.38     -2.25     -1.09      0.30     -1.92      0.67      0.94
     45.78     -0.46      2.55      0.40     -1.19     -1.75      1.26     -1.84      1.51      0.91
     46.57     -0.38      1.85      0.93      0.05     -1.93      1.61     -1.84      1.53      0.83
     47.36     -0.26      1.48      1.52     -0.44     -1.57      1.21     -1.51      0.76      0.94
     48.14     -0.09      1.41      1.61     -4.15     -0.88      0.72     -0.85     -0.33      1.27
     48.92      0.23      1.62      1.27     -9.88     -0.30      0.66     -0.26     -1.02      1.55
     49.70      0.67      1.69      0.85    -15.15      0.02      1.13     -0.20     -1.09      1.62
     50.48      1.14      1.69      0.73    -17.32     -0.07      1.71     -0.68     -0.58      1.39
     51.26      1.53      1.40      1.17    -16.10     -0.36      2.06     -1.32      0.06      1.17
     52.03      1.73      1.12      1.71    -13.26     -0.72      2.03     -1.69      0.40      0.96
     52.80      1.72      1.05      2.01    -11.62     -0.93      1.75     -1.62      0.08      0.87
     53.57      1.41      1.30      1.89    -12.94     -0.95      1.47     -1.42     -1.01      0.62
     54.34      0.99      2.00      1.72    -17.20     -0.73      1.52     -1.31     -2.55      0.32
     55.11      0.43      2.70      1.53    -22.83     -0.33      1.85     -1.58     -3.97      0.00
     55.87      0.06      3.41      1.21    -27.82      0.09      2.33     -1.97     -4.65     -0.13
     56.64     -0.30      3.64      0.91    -30.71      0.47      2.79     -2.26     -4.14     -0.10
     57.40     -0.33      3.65      0.73    -31.24      0.71      3.04     -2.22     -2.51      0.08
     58.16     -0.41      3.22      0.63    -29.98      0.75      3.16     -1.78     -0.22      0.36
     58.92     -0.26      2.65      0.67    -27.53      0.53      2.91     -1.09      1.86      0.71
     59.68     -0.05      1.87      0.94    -24.49      0.14      2.55     -0.21      3.46      1.08
# CH3 Time dependent Tb (K)
#    PCLAT      PJ01      PJ03      PJ04      PJ05      PJ06      PJ07      PJ08      PJ09      PJ12
    -59.68      0.14     -0.84      0.43     -0.32     -0.14      0.77      0.13     -0.32      0.12
    -58.92     -0.21      0.44      0.24     -0.33     -0.58      0.42     -0.03      0.02      0.48
    -58.16     -0.19      0.48      0.02     -0.47     -0.59      0.36     -0.46      0.40      0.42
    -57.40      0.45     -0.12      0.09     -0.42     -0.69      0.30     -0.45      0.91      0.06
    -56.64      0.66     -0.19      0.18     -0.43     -0.47      0.56     -0.64      1.19     -0.31
    -55.87      0.97     -0.26      0.41     -0.31     -0.73      0.58     -0.42      1.39     -0.37
    -55.11      0.92     -0.18      0.76     -0.38     -0.80      1.03     -0.52      1.10     -0.37
    -54.34      1.04     -0.00      0.77     -0.24     -1.34      1.26     -0.47      0.90     -0.06
    -53.57      0.72      0.82      0.60     -0.53     -1.76      1.77     -0.77      0.23      0.30
    -52.80      0.30      1.11      0.07     -1.02     -2.06      2.04     -0.77     -0.15      0.92
    -52.03     -0.28      0.77     -0.23     -1.46     -1.64      2.25     -1.13     -0.54      0.99
    -51.26     -0.68      0.56     -0.72     -1.65     -0.86      2.15     -1.05     -0.75      0.89
    -50.48     -0.59      0.18     -0.86     -1.35      0.28      1.83     -0.93     -0.57      0.37
    -49.70     -0.20      0.00     -0.87     -1.10      1.20      1.28     -0.82     -0.52     -0.35
    -48.92      0.50     -0.68     -0.23     -0.38      1.35      0.79     -0.36      0.02     -0.79
    -48.14      0.63     -0.50      0.20      0.14      1.00      0.39     -0.17      0.27     -0.96
    -47.36      0.59     -0.23      0.53      0.61     -0.29      0.28      0.16      0.54     -0.54
    -46.57      0.30      0.46      0.34      0.73     -0.86      0.24      0.10      0.86     -0.17
    -45.78      0.69      0.15      0.20      0.45     -1.41      0.52     -0.57      0.93      0.07
    -44.99      1.27     -0.57     -0.08      0.15     -0.81      0.84     -1.64      1.22      0.08
    -44.20      1.64     -1.96      0.19      0.02     -0.28      0.93     -3.43      1.08     -0.19
    -43.41      1.30     -3.00      0.44      0.66      0.44      0.49     -4.68      0.95     -0.24
    -42.61      1.12     -3.20      0.62      1.44      0.81     -0.49     -5.26      0.95     -0.44
    -41.81      1.35     -2.81      0.88      2.02      1.19     -1.58     -4.34      1.18     -0.39
    -41.01      1.29     -1.97      1.21      1.74      1.20     -2.49     -2.99      1.49     -0.26
    -40.23      0.92     -1.38      1.97      1.04      1.28     -2.76     -1.45      1.36      0.02
    -39.45      0.51     -0.95      2.34      0.39      0.91     -2.05     -1.03      0.80      0.19
    -38.68      0.64     -0.64      2.78      0.42      0.70     -0.79     -0.84      0.16      0.29
    -37.92      0.73     -0.92      3.52      0.90      0.41      0.63     -0.95      0.07      0.24
    -37.17      0.45     -1.25      4.63      1.43      0.25      1.28     -0.66      0.45      0.40
    -36.42     -0.19     -1.98      4.94      1.61     -0.21      1.35      0.02      0.70      0.54
    -35.69     -1.54     -2.68      3.65      1.69     -1.29      1.06      0.77      0.46      0.81
    -34.95     -2.78     -3.04      1.56      1.93     -2.47      1.06      0.64      0.04      0.73
    -34.23     -2.84     -2.77      0.12      2.07     -2.97      1.22     -0.31     -0.04      0.62
    -33.51     -1.69     -1.92      0.07      1.79     -2.01      1.11     -0.75      0.30      0.28
    -32.80     -0.40     -0.69      0.58      1.19     -0.27      0.41     -1.16      0.60      0.11
    -32.09      0.27      0.33      0.80      0.55      0.92     -0.15     -1.53      0.50     -0.12
    -31.39      0.67      0.81      0.51      0.19      0.81     -0.07     -1.65      0.02     -0.07
    -30.69      1.04      0.81      0.13      0.01      0.13      0.39     -1.52     -0.45      0.02
    -30.00      1.13      1.10      0.01     -0.11     -0.10      0.32     -1.25     -0.58      0.15
    -29.31      1.13      1.55     -0.12     -0.22      0.13      0.23     -2.05     -0.55      0.21
    -28.63      1.00      1.55     -0.28     -0.24      0.12      0.37     -3.23     -0.54      0.36
    -27.95      0.92      1.31     -0.43     -0.15     -0.32      0.72     -4.13     -0.74      0.33
    -27.28      0.72      1.24     -0.28     -0.13     -0.63      0.89     -5.06     -0.87      0.06
    -26.61      0.56      1.13     -0.02     -0.15     -0.54      1.51     -4.24     -0.82     -0.19
    -25.94      0.28      0.65      0.28     -0.28     -0.40      2.16     -3.19     -0.57     -0.03
    -25.28     -0.01      0.15      0.35     -0.27     -0.35      2.66     -1.88     -0.28     -0.04
    -24.62     -0.16      0.19      0.14     -0.27     -0.31      2.81     -1.28     -0.07     -0.55
    -23.97      0.01      0.59      0.02     -0.08     -0.19      2.52     -0.90      0.10     -1.26
    -23.32      0.21      0.51      0.26      0.13     -0.01      1.23     -0.38      0.25     -1.08
    -22.67      0.47      0.21      0.53      0.32      0.11     -0.69     -0.03      0.18     -0.64
    -22.02      0.53      0.18      0.49      0.25      0.08     -1.90      0.01      0.09     -0.36
    -21.38      0.61      0.31      0.66      0.58     -0.25     -1.94      0.04     -0.00     -0.47
    -20.74      0.69      0.57      0.97      0.63     -0.27     -2.03      0.23     -0.36     -0.24
    -20.11      0.87      0.59      1.07      0.44      0.19     -1.93      0.48     -0.92     -0.23
    -19.47      0.86      0.14      0.88      0.19      0.06     -2.22      0.54     -0.77     -0.36
    -18.84      0.66     -0.12      0.43     -0.26     -0.03     -2.78      0.66      0.37     -0.27
    -18.21      0.67      0.24      0.47     -0.08     -0.28     -3.38      0.93      1.36      0.26
    -17.58      1.26      1.04      0.91      0.22     -0.50     -3.51      0.94      1.00      0.40
    -16.96      1.40      0.86      0.90      0.30     -0.64     -2.16      0.69      0.04     -0.09
    -16.33      0.92     -0.53      0.59      0.14     -0.67     -0.03      0.21     -0.57     -0.48
    -15.71     -0.17     -1.70      0.28     -0.36      0.19      1.98     -0.14     -0.64     -0.66
    -15.09     -0.55     -1.64      0.86     -0.77      0.42      2.88      0.16     -0.33     -0.73
    -14.48     -0.79     -0.61      1.27     -0.69      0.02      1.68      0.59     -0.36     -0.78
    -13.86     -0.65      0.76      1.46     -1.45     -0.46      1.29      0.52     -0.09     -0.97
    -13.25     -0.44      1.45      1.08     -1.49     -1.06      1.14      0.07     -0.05     -0.78
    -12.64     -0.45      1.36      1.15     -1.66     -1.19      2.00     -0.41      0.10     -0.78
    -12.02     -0.28      1.34      0.61     -1.06     -1.24      1.67     -0.65      0.50     -0.59
    -11.42     -0.56      0.86      0.38     -0.77     -1.03      1.36     -0.99      0.54     -0.86
    -10.81     -0.64      0.89      0.65     -0.39     -0.55      0.99     -1.27      1.25     -0.84
    -10.20     -0.88     -0.02      0.89     -0.25     -0.31      0.45     -1.46      1.01     -0.66
     -9.59     -0.60      0.20      1.15     -0.31     -0.11     -0.15     -2.09      0.74     -0.06
     -8.99     -0.42     -0.17      0.74     -0.54     -0.30     -0.06     -1.68      0.37      0.72
     -8.39      0.31      0.38      1.26     -1.22     -0.95      0.03     -0.66     -0.20      1.45
     -7.78      0.33      0.86      1.28     -0.85     -0.96      0.53      0.85     -0.36      1.36
     -7.18      0.54      1.77      1.08     -0.33     -1.00      0.32      0.67     -1.64      0.43
     -6.58      0.00      2.08      0.58      0.31     -1.13     -0.16      0.35     -1.61     -1.10
     -5.98      0.09      1.46      1.15      0.76     -0.93     -0.30     -0.10     -1.85     -1.42
     -5.38      0.55      0.88      0.79      0.59     -1.02     -0.89     -0.53     -1.42     -1.46
     -4.78      1.19      0.77      0.52      0.44      0.12     -0.62     -0.89     -1.67     -0.29
     -4.18      1.54      0.85     -0.33      0.41      0.09     -0.38     -1.36     -2.17     -0.09
     -3.58      1.61      0.92      0.26      0.53      0.26      0.16     -1.39     -1.67      0.45
     -2.99      1.55      1.08      0.21      0.93     -0.14     -0.21     -1.93     -1.11      0.71
     -2.39      1.55      1.01      1.14      0.04     -0.02     -0.71     -1.74      0.14      1.08
     -1.79      1.02      1.01      1.46      0.01      0.50     -1.37     -1.53     -0.05      1.08
     -1.19      0.77      0.57      1.37     -0.34      0.49     -0.86     -0.66     -0.45      0.71
     -0.60      1.01      0.25      1.10      0.40      0.17      0.20      0.22     -1.28     -0.23
      0.00      1.97     -0.15      0.66      0.35     -0.13      1.09      1.05     -1.95     -1.72
      0.60      3.04     -0.86      0.58      0.47      0.51      1.41      0.57     -1.94     -3.00
      1.19      1.91      0.44      0.43      0.38      1.82      0.36     -1.10     -2.13     -3.87
      1.79      1.16      1.57      0.60      0.19      3.15     -0.00     -3.10     -2.63     -3.38
      2.39      0.80      2.35      1.15      0.06      3.47     -0.53     -4.46     -3.78     -2.64
      2.99      2.11      2.12     -0.00     -0.01      3.40     -0.04     -5.61     -4.30     -1.80
